VIN,"Stock Number",New/Used,MSRP,Year,Make,Model,"Body Style",Series,"Exterior Colour","Interior Colour",Trim,"Engine Size","Cylinder Count","Door Count","Drive configuration","Additional Options","Current Miles","Date Added to Inventory",Status,"Fuel Type","Vehicle Location","Certified Pre-owned",Price,"Transmission Description","Internet Description","Vehicle Class","Main Photo","Main Photo Last Modified Date","Extra Photos","Extra Photo Last Modified Date"
58ABZ1B13KU029079,CONS09122019,Used,49238,2019,Lexus,"Es 350",sedan,,white,black,"LUXURY * LEASE TAKEOVER * CALL FOR PRICE",3.5L,6,Dr,FWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",16500,12/09/2019,"In Stock","Regular Unleaded",Other,TRUE,49238,Automatic,"Looking to Purchase or Finance a Lexus Es 350 or just a Lexus Sedan? We carry 100's of handpicked vehicles and have multiple Lexus Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Lexus Es 350s or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW LEXUS ES 350! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW LEXUS ES 350 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Lexus Es 350 has Empire Auto Group's Seal of Approval. * This Lexus Es 350 looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/CONS09122019/01.jpg,"06/07/2020 10:47:38",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/CONS09122019/02.jpg;https://empireautolondon.com/inventory/CONS09122019/03.jpg;https://empireautolondon.com/inventory/CONS09122019/04.jpg;https://empireautolondon.com/inventory/CONS09122019/05.jpg;https://empireautolondon.com/inventory/CONS09122019/06.jpg;https://empireautolondon.com/inventory/CONS09122019/07.jpg;https://empireautolondon.com/inventory/CONS09122019/08.jpg;https://empireautolondon.com/inventory/CONS09122019/09.jpg;https://empireautolondon.com/inventory/CONS09122019/10.jpg;https://empireautolondon.com/inventory/CONS09122019/11.jpg;https://empireautolondon.com/inventory/CONS09122019/12.jpg;https://empireautolondon.com/inventory/CONS09122019/13.jpg;https://empireautolondon.com/inventory/CONS09122019/14.jpg;https://empireautolondon.com/inventory/CONS09122019/15.jpg;https://empireautolondon.com/inventory/CONS09122019/16.jpg;https://empireautolondon.com/inventory/CONS09122019/17.jpg;https://empireautolondon.com/inventory/CONS09122019/18.jpg;https://empireautolondon.com/inventory/CONS09122019/19.jpg;https://empireautolondon.com/inventory/CONS09122019/20.jpg;https://empireautolondon.com/inventory/CONS09122019/21.jpg,"06/07/2020 10:45:58;06/07/2020 10:47:38;06/07/2020 10:47:38;06/07/2020 10:47:38;06/07/2020 10:47:38;06/07/2020 10:47:39;06/07/2020 10:47:39;06/07/2020 10:47:39;06/07/2020 10:47:39;06/07/2020 10:47:39;06/07/2020 10:47:39;06/07/2020 10:47:40;06/07/2020 10:47:40;06/07/2020 10:47:40;06/07/2020 10:47:40;06/07/2020 10:47:40;06/07/2020 10:47:40;06/07/2020 10:47:40;06/07/2020 10:47:41;06/07/2020 10:47:41;06/07/2020 10:47:41"
NMTKHMBX9JR026452,E2881,Used,25988,2018,Toyota,C-hr,suv,,grey,black,XLE,2.0l,4,"4 Dr",AWD,"BACK-UP CAMERA; HEATED SEATS - DRIVER AND PASSENGER; VOICE COMMAND/ RECOGNITION; BLUETOOTH CONNECTIVITY; PARKING DISTANCE CONTROL (PDC); HD RADIO; 5 PASSENGER; HARD TOP; SIDE BOTH AIR BAGS; AIR CONDITIONING; LF SIDE AIRBAG; SPOILER; AIRBAG FRONT LEFT; MP3 CAPABILITY; AIRBAG FRONT LEFT; POWER LOCKS; TILT WHEEL; AIRBAG FRONT RIGHT; POWER MIRRORS; TILT WHEEL; AM/FM; POWER STEERING; TRACTION CONTROL; CLOTH SEATS; POWER WINDOWS; USB INPUT; CRUISE CONTROL; REAR WIPER; DUAL AIR BAGS; RF SIDE AIRBAG; ELECTRIC MIRRORS; 2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",34653,08/14/2020,"In Stock","regular unleaded",Dundas,TRUE,25988,Automatic,"Looking to Purchase or Finance a Toyota C-hr or just a Toyota Suv? We carry 100's of handpicked vehicles and have multiple Toyota Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Toyota C-hrs or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW TOYOTA C-HR! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW TOYOTA C-HR INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Toyota C-hr has Empire Auto Group's Seal of Approval. * This Toyota C-hr looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2881/01.jpg,"26/08/2020 12:24:54",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2881/02.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459159.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459645.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459784.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459809.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459843.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459867.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459916.jpg;https://empireautolondon.com/inventory/E2881/02.jpg1598459961.jpg,"06/07/2020 10:45:58;26/08/2020 12:24:54;26/08/2020 12:25:59;26/08/2020 12:34:05;26/08/2020 12:36:24;26/08/2020 12:36:49;26/08/2020 12:37:23;26/08/2020 12:37:47;26/08/2020 12:38:36;26/08/2020 12:39:21"
2T1BURHE7JC082317,E2880,Used,22988,2018,Toyota,Corolla,sedan,,white,black,XSE,1.8l,4,"4 Dr",FWD,"BACK-UP CAMERA; LEATHER; BLUETOOTH CONNECTIVITY; NAVIGATION SYSTEM; VOICE COMMAND/ RECOGNITION; HD RADIO; NAVIGATION W/ MEDIA CARD; HEATED SEATS - DRIVER AND PASSENGER; POWER MOONROOF; 5 PASSENGER; FOG LIGHTS; POWER MIRRORS; AIR CONDITIONING; HEATED MIRRORS; POWER STEERING; AIRBAG FRONT LEFT; LEFT CURTAIN AIRBAG; POWER WINDOWS; AIRBAG FRONT RIGHT; LF SIDE AIRBAG; RF SIDE AIRBAG; AM/FM/CD; MP3 CAPABILITY; TILT WHEEL; CRUISE CONTROL; POWER DRIVER SEAT; TRACTION CONTROL; DRIVE TRAIN - 2 WHEEL; POWER LOCKS; USB INPUT; DUAL AIR BAGS; POWER MIRRORS; 2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",42915,08/14/2020,"In Stock","regular unleaded",Dundas,TRUE,22988,Automatic,"Looking to Purchase or Finance a Toyota Corolla or just a Toyota Sedan? We carry 100's of handpicked vehicles and have multiple Toyota Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Toyota Corollas or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW TOYOTA COROLLA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW TOYOTA COROLLA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Toyota Corolla has Empire Auto Group's Seal of Approval. * This Toyota Corolla looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2880/01.jpg,"17/08/2020 15:42:52",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2880/02.jpg;https://empireautolondon.com/inventory/E2880/03.jpg;https://empireautolondon.com/inventory/E2880/04.jpg;https://empireautolondon.com/inventory/E2880/05.jpg;https://empireautolondon.com/inventory/E2880/06.jpg;https://empireautolondon.com/inventory/E2880/07.jpg;https://empireautolondon.com/inventory/E2880/08.jpg,"06/07/2020 10:45:58;17/08/2020 15:42:53;17/08/2020 15:42:54;17/08/2020 15:42:54;17/08/2020 15:42:55;17/08/2020 15:42:55;17/08/2020 15:42:56;17/08/2020 15:42:56"
1C4BJWDG0JL865146,E2845,Used,44988,2018,Jeep,Wrangler,suv,,grey,cloth,"JK UNLIMITED",3.6L,6,4Dr,"4 WHEEL DRIVE ","2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES; 4WD; CLOTH SEATS; POWER MIRRORS; 5 PASSENGER; CRUISE CONTROL; POWER STEERING; AIR CONDITIONING; ELECTRIC MIRRORS; POWER WINDOWS; AM/FM/CD; POWER LOCKS; TILT WHEEL",40445,08/06/2020,"In Stock","REGULAR unleaded",Other,TRUE,44988,Automatic,"Looking to Purchase or Finance a Jeep Wrangler or just a Jeep Suv? We carry 100's of handpicked vehicles and have multiple Jeep Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Jeep Wranglers or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW JEEP WRANGLER! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW JEEP WRANGLER INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Jeep Wrangler has Empire Auto Group's Seal of Approval. * This Jeep Wrangler looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
1N4AL3AP8JC167480,CONS07312020,Used,20988,2018,Nissan,Altima,suv,,white,cloth,SV,2.5l,4,"4 Dr",FWD,,42000,07/31/2020,"In Stock","regular unleaded",Other,TRUE,20988,Automatic,"Looking to Purchase or Finance a Nissan Altima or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Altimas or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN ALTIMA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN ALTIMA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Altima has Empire Auto Group's Seal of Approval. * This Nissan Altima looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/CONS07312020/01.jpg,"08/08/2020 11:08:57",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/CONS07312020/02.jpg;https://empireautolondon.com/inventory/CONS07312020/03.jpg;https://empireautolondon.com/inventory/CONS07312020/04.jpg;https://empireautolondon.com/inventory/CONS07312020/05.jpg;https://empireautolondon.com/inventory/CONS07312020/06.jpg;https://empireautolondon.com/inventory/CONS07312020/07.jpg;https://empireautolondon.com/inventory/CONS07312020/08.jpg;https://empireautolondon.com/inventory/CONS07312020/09.jpg;https://empireautolondon.com/inventory/CONS07312020/10.jpg;https://empireautolondon.com/inventory/CONS07312020/11.jpg;https://empireautolondon.com/inventory/CONS07312020/12.jpg;https://empireautolondon.com/inventory/CONS07312020/13.jpg;https://empireautolondon.com/inventory/CONS07312020/14.jpg;https://empireautolondon.com/inventory/CONS07312020/15.jpg;https://empireautolondon.com/inventory/CONS07312020/16.jpg;https://empireautolondon.com/inventory/CONS07312020/17.jpg,"06/07/2020 10:45:58;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57;08/08/2020 11:08:57"
3C4NJDCB6JT212543,S4977,Used,26488,2018,Jeep,Compass,suv,,white,"leather pana roof navi rear camera",LIMITED,2.4l,4,4-Dr,4WD,"2-year free oil changes included with all our certified vehicles; BACK-UP CAMERA; LEATHER; PARKING DISTANCE CONTROL (PDC); BLUETOOTH CONNECTIVITY; NAVIGATION SYSTEM; HEATED SEATS - DRIVER AND PASSENGER; PANORAMA ROOF; 4WD; ELECTRIC MIRRORS; RF SIDE AIRBAG; 5 PASSENGER; FOG LIGHTS; SIDE FRONT AIR BAGS; AIR CONDITIONING; HEATED MIRRORS; SPOILER; AIRBAG FRONT LEFT; LF SIDE AIRBAG; TELESCOPE; AIRBAG FRONT LEFT; MP3 CAPABILITY; TILT WHEEL; AIRBAG FRONT RIGHT; POWER DRIVER SEAT; TRACTION CONTROL; AM/FM POWER; LOCKS; USB INPUT; BLUETOOTH; POWER MIRRORS; CRUISE CONTROL; POWER STEERING; DUAL AIR BAGS; POWER WINDOWS; 2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",100267,07/24/2020,"In Stock","regular unleaded",Dundas,TRUE,26488,Automatic,"Looking to Purchase or Finance a Jeep Compass or just a Jeep Suv? We carry 100's of handpicked vehicles and have multiple Jeep Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Jeep Compasss or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW JEEP COMPASS! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW JEEP COMPASS INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Jeep Compass has Empire Auto Group's Seal of Approval. * This Jeep Compass looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/S4977/01.jpg,"17/08/2020 13:34:38",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4977/02.jpg;https://empireautolondon.com/inventory/S4977/03.jpg;https://empireautolondon.com/inventory/S4977/04.jpg;https://empireautolondon.com/inventory/S4977/05.jpg;https://empireautolondon.com/inventory/S4977/06.jpg;https://empireautolondon.com/inventory/S4977/07.jpg;https://empireautolondon.com/inventory/S4977/08.jpg;https://empireautolondon.com/inventory/S4977/09.jpg;https://empireautolondon.com/inventory/S4977/1597685705.jpg,"06/07/2020 10:45:58;17/08/2020 13:34:38;17/08/2020 13:34:39;17/08/2020 13:34:39;17/08/2020 13:34:40;17/08/2020 13:34:40;17/08/2020 13:34:41;17/08/2020 13:34:41;17/08/2020 13:34:42;17/08/2020 13:35:05"
1FTEW1EP8JFD76086,E2789,Used,49988,2018,Ford,F-150,truck,,brown,leather,LARIAT,2.7L,6,"4 Dr",4WD,"2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",58817,07/14/2020,"In Stock","regular unleaded",Other,TRUE,49988,Automatic,"Looking to Purchase or Finance a Ford F-150 or just a Ford Truck? We carry 100's of handpicked vehicles and have multiple Ford Trucks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Ford F-150s or  similar Trucks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW FORD F-150! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW FORD F-150 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Ford F-150 has Empire Auto Group's Seal of Approval. * This Ford F-150 looks sharp in brown. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",truck,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
1G1BF5SMXJ7119244,E2762,Used,22988,2018,Chevrolet,Cruze,sedan,,black,cloth,LT,1.4L,4,"4 Dr",FWD,"2-Year free oil changes included on all our certified vehicles; 5 PASSENGER; DUAL AIR BAGS; POWER WINDOWS; AIR CONDITIONING; ELECTRIC MIRRORS; RF SIDE AIRBAG; AIRBAG FRONT LEFT; HARD TOP; SIDE BOTH AIR BAGS; AIRBAG FRONT RIGHT; OF SIDE AIRBAG TELESCOPE; AIRBAG FRONT RIGHT; POWER LOCKS; TILT WHEEL; AM/FM; POWER MIRRORS; TRACTION CONTROL; CRUISE CONTROL; POWER STEERING;",87533,07/02/2020,"In Stock","REGULAR unleaded",Dundas,TRUE,22988,Automatic,"Looking to Purchase or Finance a Chevrolet Cruze or just a Chevrolet Sedan? We carry 100's of handpicked vehicles and have multiple Chevrolet Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Chevrolet Cruzes or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW CHEVROLET CRUZE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW CHEVROLET CRUZE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Chevrolet Cruze has Empire Auto Group's Seal of Approval. * This Chevrolet Cruze looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2762/01.jpg,"29/07/2020 12:58:09",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2762/02.jpg;https://empireautolondon.com/inventory/E2762/03.jpg;https://empireautolondon.com/inventory/E2762/04.jpg;https://empireautolondon.com/inventory/E2762/05.jpg;https://empireautolondon.com/inventory/E2762/06.jpg;https://empireautolondon.com/inventory/E2762/07.jpg;https://empireautolondon.com/inventory/E2762/08.jpg;https://empireautolondon.com/inventory/E2762/09.jpg;https://empireautolondon.com/inventory/E2762/10.jpg;https://empireautolondon.com/inventory/E2762/11.jpg;https://empireautolondon.com/inventory/E2762/12.jpg;https://empireautolondon.com/inventory/E2762/13.jpg;https://empireautolondon.com/inventory/E2762/14.jpg;https://empireautolondon.com/inventory/E2762/15.jpg,"06/07/2020 10:45:58;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09;29/07/2020 12:58:09"
1C4AJWAG0JL802953,E2757,Used,33988,2018,Jeep,Wrangler,suv,,grey,cloth,JK,3.6L,6,"4 Dr",FWD,"2-Year free oil changes included on all our certified vehicles; 4 PASSENGER; AM/FM/CD; POWER STEERING; 4WD; CLOTH SEATS; AIR CONDITIONING; CRUISE CONTROL; TILT WHEEL; AIRBAG FRONT RIGHT; DUAL AIR BAGS; TRACTION CONTROL; AIRBAG FRONT RIGHT LANDAU;",33122,06/30/2020,"In Stock","regular unleaded",Dundas,TRUE,33988,Manual,"Looking to Purchase or Finance a Jeep Wrangler or just a Jeep Suv? We carry 100's of handpicked vehicles and have multiple Jeep Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Jeep Wranglers or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW JEEP WRANGLER! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW JEEP WRANGLER INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Jeep Wrangler has Empire Auto Group's Seal of Approval. * This Jeep Wrangler looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2757/01.jpg,"26/08/2020 16:12:15",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2757/02.jpg,"06/07/2020 10:45:58;27/08/2020 10:15:21"
2HGFC2F58JH028045,E2709,Used,19238,2018,Honda,Civic,sedan,,blue,cloth,LX,2.0l,4,"4 Dr",FWD,"BACK-UP CAMERA; BLUETOOTH CONNECTIVITY; HEATED SEATS - DRIVER AND PASSENGER; 5 PASSENGER; DUAL AIR BAGS; SIDE FRONT AIR BAGS; AIR CONDITIONING; ELECTRIC MIRRORS; TELESCOPE; AIRBAG FRONT LEFT; HARD TOP; TILT WHEEL; AIRBAG FRONT RIGHT; LR SIDE AIRBAG; TRACTION CONTROL; AM/FM; POWER LOCKS; USB INPUT; BLUETOOTH; POWER STEERING; CLOTH SEATS; POWER WINDOWS; CRUISE CONTROL; RR SIDE AIRBAG; 2-year free oil changes included on all our certified vehicles",63611,06/12/2020,"In Stock","regular unleaded",Dundas,TRUE,19238,Automatic,"Looking to Purchase or Finance a Honda Civic or just a Honda Sedan? We carry 100's of handpicked vehicles and have multiple Honda Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Honda Civics or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW HONDA CIVIC! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW HONDA CIVIC INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Honda Civic has Empire Auto Group's Seal of Approval. * This Honda Civic looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2709/01.jpg,"06/07/2020 12:29:38",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2709/02.jpg;https://empireautolondon.com/inventory/E2709/03.jpg;https://empireautolondon.com/inventory/E2709/04.jpg;https://empireautolondon.com/inventory/E2709/05.jpg;https://empireautolondon.com/inventory/E2709/06.jpg,"06/07/2020 10:45:58;06/07/2020 12:29:38;06/07/2020 12:29:39;06/07/2020 12:29:39;06/07/2020 12:29:39;06/07/2020 12:29:39"
3N1AB7AP2JY316657,E2630,Used,16738,2018,Nissan,Sentra,sedan,,"gun metallic",cloth,SV,1.8l,4,"4 Dr",FWD,"2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",44413,05/26/2020,"In Stock","regular unleaded",Dundas,TRUE,16738,Automatic,"Looking to Purchase or Finance a Nissan Sentra or just a Nissan Sedan? We carry 100's of handpicked vehicles and have multiple Nissan Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Sentras or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN SENTRA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN SENTRA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Sentra has Empire Auto Group's Seal of Approval. * This Nissan Sentra looks sharp in gun metallic. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2630/01.jpg,"29/07/2020 12:43:35",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2630/02.jpg;https://empireautolondon.com/inventory/E2630/06.jpg;https://empireautolondon.com/inventory/E2630/07.jpg;https://empireautolondon.com/inventory/E2630/08.jpg;https://empireautolondon.com/inventory/E2630/09.jpg;https://empireautolondon.com/inventory/E2630/10.jpg;https://empireautolondon.com/inventory/E2630/11.jpg;https://empireautolondon.com/inventory/E2630/12.jpg;https://empireautolondon.com/inventory/E2630/13.jpg;https://empireautolondon.com/inventory/E2630/14.jpg;https://empireautolondon.com/inventory/E2630/15.jpg;https://empireautolondon.com/inventory/E2630/16.jpg,"06/07/2020 10:45:58;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36;29/07/2020 12:43:36"
3N1AB7AP6JY321621,E2628,Used,17738,2018,Nissan,Sentra,sedan,,"aspen white pearl",cloth,SV,1.8l,4,"4 Dr",FWD,"2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",39588,05/26/2020,"In Stock","regular unleaded",Southdale,TRUE,17738,Automatic,"Looking to Purchase or Finance a Nissan Sentra or just a Nissan Sedan? We carry 100's of handpicked vehicles and have multiple Nissan Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Sentras or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN SENTRA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN SENTRA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Sentra has Empire Auto Group's Seal of Approval. * This Nissan Sentra looks sharp in aspen white pearl. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2628/01.jpg,"04/08/2020 09:38:02",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2628/02.jpg;https://empireautolondon.com/inventory/E2628/03.jpg;https://empireautolondon.com/inventory/E2628/04.jpg;https://empireautolondon.com/inventory/E2628/05.jpg;https://empireautolondon.com/inventory/E2628/06.jpg;https://empireautolondon.com/inventory/E2628/07.jpg;https://empireautolondon.com/inventory/E2628/08.jpg;https://empireautolondon.com/inventory/E2628/09.jpg;https://empireautolondon.com/inventory/E2628/10.jpg;https://empireautolondon.com/inventory/E2628/11.jpg;https://empireautolondon.com/inventory/E2628/12.jpg;https://empireautolondon.com/inventory/E2628/13.jpg;https://empireautolondon.com/inventory/E2628/14.jpg;https://empireautolondon.com/inventory/E2628/15.jpg;https://empireautolondon.com/inventory/E2628/16.jpg,"06/07/2020 10:45:58;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02;04/08/2020 09:38:02"
